2021-06-17 10:32:41,626 INFO  Logger.cs: 70 - 
2021-06-17 11:00:44,404 INFO  ExportHelperExtension.cs: 1414 - Fixing 25
2021-06-17 11:00:44,404 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2021-06-17 11:00:44,404 INFO  ExportHelperExtension.cs: 1422 - Component 24 is already fixed
2021-06-17 11:00:44,579 INFO  ExportHelperExtension.cs: 831 - R1: 1, System.__ComObject, 1, System.Double[]
2021-06-17 11:00:44,580 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2021-06-17 11:00:44,580 INFO  ExportHelperExtension.cs: 852 - L1: 0
2021-06-17 11:00:44,580 INFO  ExportHelperExtension.cs: 860 - L2: 0
2021-06-17 11:00:44,581 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 25
2021-06-17 11:00:46,590 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link1 to child pendulum failed
2021-06-17 11:00:46,732 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from huruta_pendulum.SLDASM
2021-06-17 11:00:46,769 INFO  ExportHelperExtension.cs: 1142 - Found 36 in huruta_pendulum.SLDASM
2021-06-17 11:00:46,770 INFO  ExportHelperExtension.cs: 1152 - Found 3 features of type [CoordSys] in huruta_pendulum.SLDASM
2021-06-17 11:00:46,770 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-06-17 11:00:46,770 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2021-06-17 11:00:46,771 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from pendulum-1
2021-06-17 11:00:46,771 INFO  ExportHelperExtension.cs: 1142 - Found 27 in pendulum-1
2021-06-17 11:00:46,772 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in pendulum-1
2021-06-17 11:00:46,772 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base-1
2021-06-17 11:00:46,772 INFO  ExportHelperExtension.cs: 1142 - Found 26 in base-1
2021-06-17 11:00:46,773 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base-1
2021-06-17 11:00:46,773 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor1-1
2021-06-17 11:00:46,774 INFO  ExportHelperExtension.cs: 1142 - Found 34 in motor1-1
2021-06-17 11:00:46,774 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor1-1
2021-06-17 11:00:46,776 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from huruta_pendulum.SLDASM
2021-06-17 11:00:46,776 INFO  ExportHelperExtension.cs: 1142 - Found 36 in huruta_pendulum.SLDASM
2021-06-17 11:00:46,777 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [RefAxis] in huruta_pendulum.SLDASM
2021-06-17 11:00:46,777 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-06-17 11:00:46,777 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2021-06-17 11:00:46,778 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from pendulum-1
2021-06-17 11:00:46,778 INFO  ExportHelperExtension.cs: 1142 - Found 27 in pendulum-1
2021-06-17 11:00:46,779 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in pendulum-1
2021-06-17 11:00:46,779 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base-1
2021-06-17 11:00:46,779 INFO  ExportHelperExtension.cs: 1142 - Found 26 in base-1
2021-06-17 11:00:46,780 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base-1
2021-06-17 11:00:46,780 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from motor1-1
2021-06-17 11:00:46,780 INFO  ExportHelperExtension.cs: 1142 - Found 34 in motor1-1
2021-06-17 11:00:46,781 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in motor1-1
2021-06-17 11:00:46,847 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-06-17 11:01:20,614 INFO  SwAddin.cs: 271 - Assembly export called for file huruta_pendulum.SLDASM
2021-06-17 11:01:20,615 INFO  SwAddin.cs: 276 - Save is required
2021-06-17 11:01:20,615 INFO  SwAddin.cs: 290 - Saving assembly
2021-06-17 11:01:21,048 INFO  SwAddin.cs: 293 - Opening property manager
2021-06-17 11:01:21,050 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from huruta_pendulum.SLDASM
2021-06-17 11:01:21,054 INFO  ExportHelperExtension.cs: 1142 - Found 36 in huruta_pendulum.SLDASM
2021-06-17 11:01:21,056 INFO  ExportHelperExtension.cs: 1152 - Found 3 features of type [CoordSys] in huruta_pendulum.SLDASM
2021-06-17 11:01:21,056 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-06-17 11:01:21,057 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2021-06-17 11:01:21,058 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from pendulum-1
2021-06-17 11:01:21,059 INFO  ExportHelperExtension.cs: 1142 - Found 27 in pendulum-1
2021-06-17 11:01:21,062 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in pendulum-1
2021-06-17 11:01:21,063 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base-1
2021-06-17 11:01:21,064 INFO  ExportHelperExtension.cs: 1142 - Found 26 in base-1
2021-06-17 11:01:21,065 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base-1
2021-06-17 11:01:21,065 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor1-1
2021-06-17 11:01:21,066 INFO  ExportHelperExtension.cs: 1142 - Found 34 in motor1-1
2021-06-17 11:01:21,068 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor1-1
2021-06-17 11:01:21,069 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from huruta_pendulum.SLDASM
2021-06-17 11:01:21,069 INFO  ExportHelperExtension.cs: 1142 - Found 36 in huruta_pendulum.SLDASM
2021-06-17 11:01:21,070 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [RefAxis] in huruta_pendulum.SLDASM
2021-06-17 11:01:21,072 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-06-17 11:01:21,073 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2021-06-17 11:01:21,091 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from pendulum-1
2021-06-17 11:01:21,092 INFO  ExportHelperExtension.cs: 1142 - Found 27 in pendulum-1
2021-06-17 11:01:21,093 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in pendulum-1
2021-06-17 11:01:21,094 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base-1
2021-06-17 11:01:21,095 INFO  ExportHelperExtension.cs: 1142 - Found 26 in base-1
2021-06-17 11:01:21,096 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base-1
2021-06-17 11:01:21,097 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from motor1-1
2021-06-17 11:01:21,098 INFO  ExportHelperExtension.cs: 1142 - Found 34 in motor1-1
2021-06-17 11:01:21,099 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in motor1-1
2021-06-17 11:01:21,519 INFO  SwAddin.cs: 316 - Loading config tree
2021-06-17 11:01:21,524 INFO  Serialization.cs: 275 - URDF Configuration found
